ente,uf,ano,grupo,contrib_previdenciaria,receita_liquida_investimentos,recursos_acumulados,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,receita_liquida_investimentos_problema,recursos_acumulados_problema
TELEMACO BORBA,PR,2020,MÉDIO PORTE,22979821.84,42226401.11,199447470.74,,,,,,,False,False,False
TELEMACO BORBA,PR,2021,MÉDIO PORTE,24597557.71,30556756.7,223693278.29,,,,,,,False,False,False
TELEMACO BORBA,PR,2022,MÉDIO PORTE,32833236.44,45280900.46,237712966.28,,,,,,,False,False,False
TELEMACO BORBA,PR,2023,MÉDIO PORTE,37553514.73,66060542.9,270219191.14,,,,,,,False,False,False
TELEMACO BORBA,PR,2024,MÉDIO PORTE,35736666.38,46647408.33,329124616.31,,,,,,,False,False,False
TENENTE ANANIAS,RN,2019,PEQUENO PORTE,1394009.46,29908177.27,925435.54,,,,,,,False,False,False
TENENTE ANANIAS,RN,2020,PEQUENO PORTE,2537810.6,29876627.23,260233.63,,,,,,,False,False,False
TENENTE ANANIAS,RN,2021,PEQUENO PORTE,2954963.54,29863778.21,477777.27,,,,,,,False,False,False
TENENTE ANANIAS,RN,2022,PEQUENO PORTE,3744363.28,29947500.64,838068.0199999999,,,,,,,False,False,False
TENENTE ANANIAS,RN,2023,PEQUENO PORTE,3746814.74,30036977.529999997,1593273.44,,,,,,,False,False,False
TENENTE ANANIAS,RN,2024,PEQUENO PORTE,5086669.89,29956124.939999998,454228.77,,,,,,,False,False,False
TERENOS,MS,2019,MÉDIO PORTE,5215783.52,32952473.49,32584850.57,,,,,,,False,False,False
TERENOS,MS,2020,MÉDIO PORTE,5447702.04,31482558.63,37023294.28,,,,,,,False,False,False
TERENOS,MS,2021,MÉDIO PORTE,5931647.51,30316382.63,41388298.8,,,,,,,False,False,False
TERENOS,MS,2022,MÉDIO PORTE,6681353.23,33515127.97,43973366.04,,,,,,,False,False,False
TERENOS,MS,2023,MÉDIO PORTE,8937415.04,37118200.519999996,49051262.81,,,,,,,False,False,False
TERENOS,MS,2024,MÉDIO PORTE,10247043.9,32177111.939999998,59072543.61,,,,,,,False,False,False
TERESINA,PI,2019,GRANDE PORTE,208249423.58,94829611.17,495552536.31,,,,,,,False,False,False
TERESINA,PI,2020,GRANDE PORTE,114144112.61,64500964.949999996,506950368.64,,,,,,,False,False,False
TERESINA,PI,2021,GRANDE PORTE,259532794.76,47553412.66,357733572.06,,,,,,,False,False,False
TERESINA,PI,2022,GRANDE PORTE,334815635.44,72729768.46000001,499044035.66,,,,,,,False,False,False
TERESINA,PI,2023,GRANDE PORTE,335197706.62,72627005.28,409976985.89,,,,,,,False,False,False
TERESINA,PI,2024,GRANDE PORTE,372461115.26,33539700.53,451013349.43,2022-11-10 00:00:00,2022-10-18 00:00:00,2023-01-20 00:00:00,I,2024-11-01 00:00:00,III,False,False,False
TERRA DE AREIA,RS,2019,PEQUENO PORTE,3989202.15,31781924.23,14436940.02,,,,,,,False,False,False
TERRA DE AREIA,RS,2020,PEQUENO PORTE,4488381.48,30772882.95,17278564.47,,,,,,,False,False,False
TERRA DE AREIA,RS,2021,PEQUENO PORTE,5118338.7,30101619.3,20305238.08,,,,,,,False,False,False
TERRA DE AREIA,RS,2022,PEQUENO PORTE,5974408.16,32233798.7,22718542.67,,,,,,,False,False,False
TERRA DE AREIA,RS,2023,PEQUENO PORTE,5544945.14,33676718.33,27461835.91,,,,,,,False,False,False
TERRA DE AREIA,RS,2024,PEQUENO PORTE,3455734.07,32139679.049999997,33434678.64,,,,,,,False,False,False
TERRA NOVA,PE,2019,PEQUENO PORTE,2901297.39,30222383.21,5273605.550000001,,,,,,,False,False,False
TERRA NOVA,PE,2020,PEQUENO PORTE,2675241.07,30142090.509999998,4689955.33,,,,,,,False,False,False
TERRA NOVA,PE,2021,PEQUENO PORTE,3421934.67,29967334.88,3855350.360000001,,,,,,,False,False,False
TERRA NOVA,PE,2022,PEQUENO PORTE,3515572.11,29891515.189999998,3575996.23,,,,,,,False,False,False
TERRA NOVA,PE,2023,PEQUENO PORTE,4052977.71,30191831.259999998,3125666.8,,,,,,,False,False,False
TERRA NOVA,PE,2024,PEQUENO PORTE,6241257.23,30087563.779999997,2704154.22,,,,,,,False,False,False
TERRA NOVA DO NORTE,MT,2019,PEQUENO PORTE,3039364.46,30935204.98,6620282.95,,,,,,,False,False,False
TERRA NOVA DO NORTE,MT,2020,PEQUENO PORTE,3508045.16,30601334.21,8813718.35,,,,,,,False,False,False
TERRA NOVA DO NORTE,MT,2021,PEQUENO PORTE,3052332.82,29977480.86,10703032.27,,,,,,,False,False,False
TERRA NOVA DO NORTE,MT,2022,PEQUENO PORTE,4282254.64,30797013.45,11298662.57,,,,,,,False,False,False
TERRA NOVA DO NORTE,MT,2023,PEQUENO PORTE,4875480.63,31915332.63,13078747.5,,,,,,,False,False,False
TERRA NOVA DO NORTE,MT,2024,PEQUENO PORTE,7494819.11,31275087.63,15578417.28,,,,,,,False,False,False
TERRA RICA,PR,2019,MÉDIO PORTE,4749731.58,34291588.51,32426393.14,,,,,,,False,False,False
TERRA RICA,PR,2020,MÉDIO PORTE,4913269.5,33867173.92,35557433.66,,,,,,,False,False,False
TERRA RICA,PR,2021,MÉDIO PORTE,5799039.95,30644938.529999997,38039495.75,,,,,,,False,False,False
TERRA RICA,PR,2022,MÉDIO PORTE,8813631.2,34056709.06,37332215.16,,,,,,,False,False,False
TERRA RICA,PR,2023,MÉDIO PORTE,9061366.95,35897304.8,41896382.08,,,,,,,False,False,False
TERRA RICA,PR,2024,MÉDIO PORTE,9381727.0,31582575.57,44402678.79,,,,,,,False,False,False
TEUTONIA,RS,2019,MÉDIO PORTE,11080568.17,33742613.75,26272675.73,,,,,,,False,False,False
TEUTONIA,RS,2020,MÉDIO PORTE,12455969.62,32162632.52,38400016.28,,,,,,,False,False,False
TEUTONIA,RS,2021,MÉDIO PORTE,11355226.21,31010408.91,50549574.85,,,,,,,False,False,False
TEUTONIA,RS,2022,MÉDIO PORTE,13236807.42,35503178.26,58385765.34,,,,,,,False,False,False
TEUTONIA,RS,2023,MÉDIO PORTE,15850118.08,40237513.81,73468808.25,,,,,,,False,False,False
TEUTONIA,RS,2024,MÉDIO PORTE,13498764.87,37533938.5,94931435.42,,,,,,,False,False,False
TIJUCAS DO SUL,PR,2019,MÉDIO PORTE,4204091.26,32607846.919999998,13922985.21,,,,,,,False,False,False
TIJUCAS DO SUL,PR,2020,MÉDIO PORTE,4858652.5,31634513.27,19283676.61,,,,,,,False,False,False
TIJUCAS DO SUL,PR,2021,MÉDIO PORTE,5282723.04,30295615.5,26357918.09,,,,,,,False,False,False
TIJUCAS DO SUL,PR,2022,MÉDIO PORTE,6398632.72,31528108.3,30902555.8,,,,,,,False,False,False
TIJUCAS DO SUL,PR,2023,MÉDIO PORTE,7157905.26,35350446.48,38144210.59,,,,,,,False,False,False
TIJUCAS DO SUL,PR,2024,MÉDIO PORTE,8244698.53,35684014.62,49483482.39,,,,,,,False,False,False
TIMBAUBA,PE,2019,MÉDIO PORTE,9355884.57,29868232.13,202526.27,,,,,,,False,False,False
TIMBAUBA,PE,2020,MÉDIO PORTE,10033118.42,29866836.34,140300.12,,,,,,,False,False,False
TIMBAUBA,PE,2021,MÉDIO PORTE,9229236.97,29864359.82,118363.63,,,,,,,False,False,False
TIMBAUBA,PE,2022,MÉDIO PORTE,11960266.21,29867673.7,96532.3,,,,,,,False,False,False
TIMBAUBA,PE,2023,MÉDIO PORTE,15152140.09,29871680.61,108592.12,,,,,,,False,False,False
TIMBAUBA,PE,2024,MÉDIO PORTE,18483321.27,29864282.599999998,107861.79,,,,,,,False,False,False
TIMBO GRANDE,SC,2019,PEQUENO PORTE,2977695.86,30590644.16,5112351.699999999,,,,,,,False,False,False
TIMBO GRANDE,SC,2020,PEQUENO PORTE,3510259.38,30497759.22,5992774.720000002,,,,,,,False,False,False
TIMBO GRANDE,SC,2021,PEQUENO PORTE,4066972.1,30267465.869999997,7756038.470000002,,,,,,,False,False,False
TIMBO GRANDE,SC,2022,PEQUENO PORTE,4084578.43,31194070.07,9563211.73,,,,,,,False,False,False
TIMBO GRANDE,SC,2023,PEQUENO PORTE,3238746.53,31835183.75,12690089.28,,,,,,,False,False,False
TIMBO GRANDE,SC,2024,PEQUENO PORTE,4519224.3,31528860.21,16520304.33,,,,,,,False,False,False
TORIXOREU,MT,2019,PEQUENO PORTE,680410.79,29985495.81,2224781.52,,,,,,,False,False,False
TORIXOREU,MT,2020,PEQUENO PORTE,684241.2,29903311.74,2004089.54,,,,,,,False,False,False
TORIXOREU,MT,2021,PEQUENO PORTE,1421318.52,29870688.77,1381160.81,,,,,,,False,False,False
TORIXOREU,MT,2022,PEQUENO PORTE,1840831.12,29876202.18,320189.06,,,,,,,False,False,False
TORIXOREU,MT,2023,PEQUENO PORTE,2615520.42,29877895.86,130522.91,,,,,,,False,False,False
TORIXOREU,MT,2024,PEQUENO PORTE,2553228.16,29895744.84,275983.57,2022-11-04 00:00:00,2022-10-13 00:00:00,,,,,False,False,False
TRAJANO DE MORAES,RJ,2019,MÉDIO PORTE,4127338.72,31518612.46,13703930.09,,,,,,,False,False,False
TRAJANO DE MORAES,RJ,2020,MÉDIO PORTE,2233224.04,31195572.46,14510566.21,,,,,,,False,False,False
TRAJANO DE MORAES,RJ,2021,MÉDIO PORTE,5164623.43,30003937.06,11456856.21,,,,,,,False,False,False
TRAJANO DE MORAES,RJ,2022,MÉDIO PORTE,6269963.46,31135417.71,13884269.8,,,,,,,False,False,False
TRAJANO DE MORAES,RJ,2023,MÉDIO PORTE,7236783.31,32145927.81,18571136.44,,,,,,,False,False,False
TRAJANO DE MORAES,RJ,2024,MÉDIO PORTE,7485438.93,30834165.23,17352620.23,,,,,,,False,False,False
TRES ARROIOS,RS,2019,PEQUENO PORTE,1787414.15,33288585.049999997,30289587.48999999,,,,,,,False,False,False
TRES ARROIOS,RS,2020,PEQUENO PORTE,1911544.53,31955159.66,33462075.61,,,,,,,False,False,False
TRES ARROIOS,RS,2021,PEQUENO PORTE,2031324.53,30011256.21,35301865.59,,,,,,,False,False,False
TRES ARROIOS,RS,2022,PEQUENO PORTE,1751894.68,32949142.38,35282870.31,,,,,,,False,False,False
TRES ARROIOS,RS,2023,PEQUENO PORTE,1781300.81,34836484.1,37452876.61,,,,,,,False,False,False
TRES ARROIOS,RS,2024,PEQUENO PORTE,873370.41,31428586.25,40802879.91,2021-10-07 00:00:00,2021-09-24 00:00:00,,,,,False,False,False
TRES CORACOES,MG,2019,MÉDIO PORTE,9460159.76,30741028.36,4017104.61,,,,,,,False,False,False
TRES CORACOES,MG,2020,MÉDIO PORTE,10100683.54,30941551.06,6368703.93,,,,,,,False,False,False
TRES CORACOES,MG,2021,MÉDIO PORTE,15563667.28,29947691.81,7448500.81,,,,,,,False,False,False
TRES CORACOES,MG,2022,MÉDIO PORTE,18100868.74,31417694.54,9630417.83,,,,,,,False,False,False
TRES CORACOES,MG,2023,MÉDIO PORTE,21500158.64,31969283.38,16030903.21,,,,,,,False,False,False
TRES CORACOES,MG,2024,MÉDIO PORTE,18832563.63,32206343.78,21397154.23,,,,,,,False,False,False
TRES DE MAIO,RS,2019,MÉDIO PORTE,11815080.65,35373254.42,50837630.08000001,,,,,,,False,False,False
TRES DE MAIO,RS,2020,MÉDIO PORTE,13090479.37,33249345.06,57970419.15,,,,,,,False,False,False
TRES DE MAIO,RS,2021,MÉDIO PORTE,13446281.97,31244177.34,62362606.74,,,,,,,False,False,False
TRES DE MAIO,RS,2022,MÉDIO PORTE,9637609.85,34600535.9,62470806.93,,,,,,,False,False,False
TRES DE MAIO,RS,2023,MÉDIO PORTE,8277797.98,38311581.09,65503797.11,,,,,,,False,False,False
TRES DE MAIO,RS,2024,MÉDIO PORTE,7788485.29,45811544.75,69889716.18,,,,,,,False,False,False
TRES FORQUILHAS,RS,2019,PEQUENO PORTE,1888713.47,32331695.259999998,23045480.86,,,,,,,False,False,False
TRES FORQUILHAS,RS,2020,PEQUENO PORTE,1164922.84,31355127.99,27096544.31,,,,,,,False,False,False
TRES FORQUILHAS,RS,2021,PEQUENO PORTE,1947771.84,29355779.419999998,29083157.59,,,,,,,False,False,False
TRES FORQUILHAS,RS,2022,PEQUENO PORTE,2241028.9,31857045.65,30055998.56,,,,,,,False,False,False
TRES FORQUILHAS,RS,2023,PEQUENO PORTE,3133791.75,33203659.169999998,34182469.32,,,,,,,False,False,False
TRES FORQUILHAS,RS,2024,PEQUENO PORTE,3070480.34,31817716.05,40293460.85,,,,,,,False,False,False
TRES PALMEIRAS,RS,2019,PEQUENO PORTE,1486557.94,31764442.56,20286638.05,,,,,,,False,False,False
TRES PALMEIRAS,RS,2020,PEQUENO PORTE,1546207.6,31079569.18,22460164.66,,,,,,,False,False,False
TRES PALMEIRAS,RS,2021,PEQUENO PORTE,1727102.32,30512037.259999998,23669299.65,,,,,,,False,False,False
TRES PALMEIRAS,RS,2022,PEQUENO PORTE,1552533.17,32185611.11,24403951.54,,,,,,,False,False,False
TRES PALMEIRAS,RS,2023,PEQUENO PORTE,1642006.7,33167651.09,26227353.55,,,,,,,False,False,False
TRES PALMEIRAS,RS,2024,PEQUENO PORTE,1916582.9,32209150.11,28965390.55,,,,,,,False,False,False
TRES PASSOS,RS,2019,MÉDIO PORTE,10193252.55,39389310.87,55573522.94000001,,,,,,,False,False,False
TRES PASSOS,RS,2020,MÉDIO PORTE,11485926.8,34024247.51,66393772.31,,,,,,,False,False,False
TRES PASSOS,RS,2021,MÉDIO PORTE,11334213.93,29405926.259999998,72557082.56,,,,,,,False,False,False
TRES PASSOS,RS,2022,MÉDIO PORTE,10430585.19,36213708.269999996,72583411.81,,,,,,,False,False,False
TRES PASSOS,RS,2023,MÉDIO PORTE,7452863.14,39983789.48,78367639.47,,,,,,,False,False,False
TRES PASSOS,RS,2024,MÉDIO PORTE,7869530.02,36121751.2,86984136.7,,,,,,,False,False,False
TRES RANCHOS,GO,2019,PEQUENO PORTE,1087764.91,29952487.779999997,1597886.96,,,,,,,False,False,False
TRES RANCHOS,GO,2020,PEQUENO PORTE,1332426.92,29920620.72,1478583.82,,,,,,,False,False,False
TRES RANCHOS,GO,2021,PEQUENO PORTE,1590287.7,29917561.04,2077946.22,,,,,,,False,False,False
TRES RANCHOS,GO,2022,PEQUENO PORTE,1766853.41,30095817.919999998,2235609.05,,,,,,,False,False,False
TRES RANCHOS,GO,2023,PEQUENO PORTE,2362007.27,30138355.849999998,2352303.98,,,,,,,False,False,False
TRES RANCHOS,GO,2024,PEQUENO PORTE,2864358.05,30088780.029999997,2645653.79,,,,,,,False,False,False
TRINDADE,GO,2019,MÉDIO PORTE,14598683.72,33720112.05,33047910.73,,,,,,,False,False,False
TRINDADE,GO,2020,MÉDIO PORTE,17563511.82,32715910.169999998,39411067.12,,,,,,,False,False,False
TRINDADE,GO,2021,MÉDIO PORTE,17148189.03,31470572.48,48534594.99,,,,,,,False,False,False
TRINDADE,GO,2022,MÉDIO PORTE,21653140.12,35568202.08,53408340.09,,,,,,,False,False,False
TRINDADE,GO,2023,MÉDIO PORTE,26099617.68,38158287.08,62990343.46,,,,,,,False,False,False
TRINDADE,GO,2024,MÉDIO PORTE,31818827.2,36693581.76,77963150.39,,,,,,,False,False,False
TRINDADE DO SUL,RS,2019,PEQUENO PORTE,2614144.28,31918840.74,16118311.42,,,,,,,False,False,False
TRINDADE DO SUL,RS,2020,PEQUENO PORTE,2104565.24,30801454.57,18110486.51,,,,,,,False,False,False
TRINDADE DO SUL,RS,2021,PEQUENO PORTE,2642552.68,30202177.349999998,19579062.28,,,,,,,False,False,False
TRINDADE DO SUL,RS,2022,PEQUENO PORTE,3452723.17,32031038.29,21183576.28,,,,,,,False,False,False
TRINDADE DO SUL,RS,2023,PEQUENO PORTE,4021868.24,32780297.53,24638783.3,,,,,,,False,False,False
TRINDADE DO SUL,RS,2024,PEQUENO PORTE,4529551.56,31823430.24,29193494.31,,,,,,,False,False,False
TRIUNFO,PE,2019,MÉDIO PORTE,4935347.9,29959788.189999998,2031278.07,,,,,,,False,False,False
TRIUNFO,PE,2020,MÉDIO PORTE,5868864.51,29868162.029999997,57160.94,,,,,,,False,False,False
TRIUNFO,PE,2021,MÉDIO PORTE,6549238.84,29892679.45,106417.03,,,,,,,False,False,False
TRIUNFO,PE,2022,MÉDIO PORTE,8996991.95,29998521.43,823519.34,,,,,,,False,False,False
TRIUNFO,PE,2023,MÉDIO PORTE,10468182.94,30146279.779999997,1874618.29,,,,,,,False,False,False
TRIUNFO,PE,2024,MÉDIO PORTE,13159388.08,30123345.71,3029053.4,2022-09-23 00:00:00,2022-09-20 00:00:00,2024-03-26 00:00:00,I,,I,False,False,False
TUCUNDUVA,RS,2019,PEQUENO PORTE,2230859.02,32738299.16,20276795.32,,,,,,,False,False,False
TUCUNDUVA,RS,2020,PEQUENO PORTE,2666838.91,31376564.72,22185138.21,,,,,,,False,False,False
TUCUNDUVA,RS,2021,PEQUENO PORTE,3416228.51,29557452.66,22849817.49,,,,,,,False,False,False
TUCUNDUVA,RS,2022,PEQUENO PORTE,4087372.1,31808824.77,22454792.02,,,,,,,False,False,False
TUCUNDUVA,RS,2023,PEQUENO PORTE,5027971.61,32983960.07,23352633.61,,,,,,,False,False,False
TUCUNDUVA,RS,2024,PEQUENO PORTE,5583662.57,30828322.88,25739357.54,,,,,,,False,False,False
TUNAS DO PARANA,PR,2019,PEQUENO PORTE,1574329.36,31273405.279999997,22419179.36,,,,,,,False,False,False
TUNAS DO PARANA,PR,2020,PEQUENO PORTE,1638279.23,30681097.32,24575590.15,,,,,,,False,False,False
TUNAS DO PARANA,PR,2021,PEQUENO PORTE,1741143.07,30713656.47,26147201.98,,,,,,,False,False,False
TUNAS DO PARANA,PR,2022,PEQUENO PORTE,1931471.72,33280702.7,27374692.46,,,,,,,False,False,False
TUNAS DO PARANA,PR,2023,PEQUENO PORTE,2302593.63,33701097.23,31102319.36,,,,,,,False,False,False
TUNAS DO PARANA,PR,2024,PEQUENO PORTE,1940385.06,31665052.73,36248999.3,,,,,,,False,False,False
TUPANATINGA,PE,2019,MÉDIO PORTE,3933586.51,32144198.95,15137810.06,,,,,,,False,False,False
TUPANATINGA,PE,2020,MÉDIO PORTE,4067097.45,31703006.349999998,14232445.09,,,,,,,False,False,False
TUPANATINGA,PE,2021,MÉDIO PORTE,4332491.2,30589818.759999998,10472716.04,,,,,,,False,False,False
TUPANATINGA,PE,2022,MÉDIO PORTE,5761325.38,30280295.689999998,6209227.15,,,,,,,False,False,False
TUPANATINGA,PE,2023,MÉDIO PORTE,7368846.51,29862452.79,2752212.23,,,,,,,False,False,False
TUPANATINGA,PE,2024,MÉDIO PORTE,12124899.23,29862452.79,441744.16,,,,,,,False,False,False
TUPANCIRETA,RS,2019,MÉDIO PORTE,10658563.43,35951362.01,52511631.98999999,,,,,,,False,False,False
TUPANCIRETA,RS,2020,MÉDIO PORTE,6830935.48,34061952.8,64120776.29000001,,,,,,,False,False,False
TUPANCIRETA,RS,2021,MÉDIO PORTE,11811254.34,31806975.54,74962952.04,,,,,,,False,False,False
TUPANCIRETA,RS,2022,MÉDIO PORTE,13736457.33,37789449.82,82019815.39,,,,,,,False,False,False
TUPANCIRETA,RS,2023,MÉDIO PORTE,13214566.38,43233599.53,95496034.47,,,,,,,False,False,False
TUPANCIRETA,RS,2024,MÉDIO PORTE,13801857.29,37313908.42,112841565.1,,,,,,,False,False,False
TUPANDI,RS,2019,PEQUENO PORTE,2483999.08,32558315.08,20688601.62,,,,,,,False,False,False
TUPANDI,RS,2020,PEQUENO PORTE,2997175.35,31057177.96,24540382.1,,,,,,,False,False,False
TUPANDI,RS,2021,PEQUENO PORTE,3164008.03,30234806.89,27419186.88,,,,,,,False,False,False
TUPANDI,RS,2022,PEQUENO PORTE,4167001.63,32154342.39,29419460.17,,,,,,,False,False,False
TUPANDI,RS,2023,PEQUENO PORTE,4872123.0,34691527.75,33858016.01,,,,,,,False,False,False
TUPANDI,RS,2024,PEQUENO PORTE,5571968.57,32369777.64,41033775.66,,,,,,,False,False,False
TUPARENDI,RS,2019,PEQUENO PORTE,3727503.24,31783852.86,19378222.79,,,,,,,False,False,False
TUPARENDI,RS,2020,PEQUENO PORTE,3740593.49,30999529.84,21157547.22,,,,,,,False,False,False
TUPARENDI,RS,2021,PEQUENO PORTE,3839807.54,30350859.93,21640827.63,,,,,,,False,False,False
TUPARENDI,RS,2022,PEQUENO PORTE,5504950.35,32215210.33,21647674.48,,,,,,,False,False,False
TUPARENDI,RS,2023,PEQUENO PORTE,5339410.83,32973088.689999998,24389718.84,,,,,,,False,False,False
TUPARENDI,RS,2024,PEQUENO PORTE,3317145.58,32082424.599999998,27416892.45,,,,,,,False,False,False
TURMALINA,MG,2019,PEQUENO PORTE,3075550.94,32089815.98,22375506.79,,,,,,,False,False,False
TURMALINA,MG,2020,MÉDIO PORTE,3861404.71,31675991.38,25040581.68,,,,,,,False,False,False
TURMALINA,MG,2021,MÉDIO PORTE,5285048.18,30404281.279999997,28671308.22,,,,,,,False,False,False
TURMALINA,MG,2022,MÉDIO PORTE,5854862.01,33147805.25,31743722.11,,,,,,,False,False,False
TURMALINA,MG,2023,MÉDIO PORTE,6392524.16,34650814.76,36518348.58,,,,,,,False,False,False
TURMALINA,MG,2024,MÉDIO PORTE,6128127.16,32649481.45,41487494.24,,,,,,,False,False,False
TURMALINA,SP,2019,PEQUENO PORTE,2137114.77,30456833.2,4404464.0,,,,,,,False,False,False
TURMALINA,SP,2020,PEQUENO PORTE,2017955.17,30084476.9,4963231.91,,,,,,,False,False,False
TURMALINA,SP,2021,PEQUENO PORTE,2924983.06,29929620.49,5502579.0,,,,,,,False,False,False
TURMALINA,SP,2022,PEQUENO PORTE,3144383.53,30496240.68,5966474.62,,,,,,,False,False,False
TURMALINA,SP,2023,PEQUENO PORTE,4269589.31,30791125.72,7024625.08,,,,,,,False,False,False
TURMALINA,SP,2024,PEQUENO PORTE,2766057.67,30298793.84,8534225.69,,,,,,,False,False,False
TURVELANDIA,GO,2019,PEQUENO PORTE,1933114.99,31387371.55,14469147.88,,,,,,,False,False,False
TURVELANDIA,GO,2020,PEQUENO PORTE,2068126.03,30750818.189999998,15291801.68,,,,,,,False,False,False
TURVELANDIA,GO,2021,PEQUENO PORTE,2036209.03,30309949.7,15312905.55,,,,,,,False,False,False
TURVELANDIA,GO,2022,PEQUENO PORTE,2299047.23,31308663.349999998,16193248.11,,,,,,,False,False,False
TURVELANDIA,GO,2023,PEQUENO PORTE,2892253.3,32077841.619999997,16973184.98,,,,,,,False,False,False
TURVELANDIA,GO,2024,PEQUENO PORTE,4973615.37,31638953.43,17497807.27,,,,,,,False,False,False
UBERABA,MG,2019,GRANDE PORTE,55861359.99,82045269.3,332841530.17,,,,,,,False,False,False
UBERABA,MG,2020,GRANDE PORTE,62676896.51,90270455.43,411651108.68,,,,,,,False,False,False
UBERABA,MG,2021,GRANDE PORTE,78112839.52,34940359.66,466882715.44,,,,,,,False,False,False
UBERABA,MG,2022,GRANDE PORTE,86108766.7,74104605.56,536986663.99,,,,,,,False,False,False
UBERABA,MG,2023,GRANDE PORTE,99251541.99,129855187.77000001,653666741.49,,,,,,,False,False,False
UBERABA,MG,2024,GRANDE PORTE,105923160.52,121700177.83000001,796392907.45,2024-10-18 00:00:00,2024-10-17 00:00:00,2024-12-30 00:00:00,II,,II,False,False,False
UBERLANDIA,MG,2019,GRANDE PORTE,200691007.71,45696657.64,734958210.3299999,,,,,,,False,False,False
UBERLANDIA,MG,2020,GRANDE PORTE,113057149.58,57333431.849999994,748661149.04,,,,,,,False,False,False
UBERLANDIA,MG,2021,GRANDE PORTE,257447556.9,38890541.2,683770308.36,,,,,,,False,False,False
UBERLANDIA,MG,2022,GRANDE PORTE,311725341.05,87047591.68,678363078.48,,,,,,,False,False,False
UBERLANDIA,MG,2023,GRANDE PORTE,276894745.7,139680032.32,799438812.95,,,,,,,False,False,False
UBERLANDIA,MG,2024,GRANDE PORTE,254005656.5,124015241.91,944782339.02,2022-08-08 00:00:00,2022-07-12 00:00:00,2024-03-20 00:00:00,I,,I,False,False,False
UBIRETAMA,RS,2019,PEQUENO PORTE,1500454.89,31347298.79,12319068.24,,,,,,,False,False,False
UBIRETAMA,RS,2020,PEQUENO PORTE,1644050.26,31012698.49,14230626.25,,,,,,,False,False,False
UBIRETAMA,RS,2021,PEQUENO PORTE,1719739.52,30011509.4,16018337.69,,,,,,,False,False,False
UBIRETAMA,RS,2022,PEQUENO PORTE,1900949.38,31532035.38,16826364.8,,,,,,,False,False,False
UBIRETAMA,RS,2023,PEQUENO PORTE,2119911.3,32446580.58,19121714.83,,,,,,,False,False,False
UBIRETAMA,RS,2024,PEQUENO PORTE,1808922.89,31012522.21,22355478.05,,,,,,,False,False,False
UIRAPURU,GO,2019,PEQUENO PORTE,1489081.36,29970617.74,1237423.9,,,,,,,False,False,False
UIRAPURU,GO,2020,PEQUENO PORTE,1689627.93,29957942.3,1653890.89,,,,,,,False,False,False
UIRAPURU,GO,2021,PEQUENO PORTE,1920020.11,29916321.75,2571599.31,,,,,,,False,False,False
UIRAPURU,GO,2022,PEQUENO PORTE,2081921.81,30119083.73,2833796.61,,,,,,,False,False,False
UIRAPURU,GO,2023,PEQUENO PORTE,2046459.1,30229254.099999998,3083981.08,,,,,,,False,False,False
UIRAPURU,GO,2024,PEQUENO PORTE,2512864.66,30111088.349999998,3193388.47,,,,,,,False,False,False
UMBURANAS,BA,2019,MÉDIO PORTE,2199194.83,30266512.98,6992866.029999999,,,,,,,False,False,False
UMBURANAS,BA,2020,MÉDIO PORTE,1960010.18,30081077.169999998,6146872.8,,,,,,,False,False,False
UMBURANAS,BA,2021,MÉDIO PORTE,3257002.19,30131904.99,7961811.6,,,,,,,False,False,False
UMBURANAS,BA,2022,MÉDIO PORTE,4062396.39,30806408.95,9851667.57,,,,,,,False,False,False
UMBURANAS,BA,2023,MÉDIO PORTE,2563147.15,31334941.98,12454362.89,,,,,,,False,False,False
UMBURANAS,BA,2024,MÉDIO PORTE,2803520.58,30790401.98,13286690.41,,,,,,,False,False,False
UMUARAMA,PR,2019,MÉDIO PORTE,19612392.99,36059154.269999996,59146721.20000001,,,,,,,False,False,False
UMUARAMA,PR,2020,MÉDIO PORTE,15719725.13,36124306.339999996,71608899.46,,,,,,,False,False,False
UMUARAMA,PR,2021,MÉDIO PORTE,23397721.52,30164887.48,130568313.42,,,,,,,False,False,False
UMUARAMA,PR,2022,MÉDIO PORTE,30191601.03,32862198.939999998,84891463.51,,,,,,,False,False,False
UMUARAMA,PR,2023,MÉDIO PORTE,34979604.62,42016451.239999995,98039230.28,,,,,,,False,False,False
UMUARAMA,PR,2024,MÉDIO PORTE,40334389.45,43842637.23,116854535.19,2020-06-08 00:00:00,2020-05-26 00:00:00,,,,,False,False,False
UNAI,MG,2019,MÉDIO PORTE,20924966.19,39115983.379999995,71650930.46000001,,,,,,,False,False,False
UNAI,MG,2020,MÉDIO PORTE,22509177.0,34052234.98,82445414.4,,,,,,,False,False,False
UNAI,MG,2021,MÉDIO PORTE,23291363.51,29659620.869999997,91058590.86,,,,,,,False,False,False
UNAI,MG,2022,MÉDIO PORTE,32201525.57,30292334.47,97173618.98,,,,,,,False,False,False
UNAI,MG,2023,MÉDIO PORTE,37192869.39,29929426.57,114420375.44,,,,,,,False,False,False
UNAI,MG,2024,MÉDIO PORTE,42333750.22,38806480.45,149254829.49,,,,,,,False,False,False
UNIAO DA VITORIA,PR,2019,MÉDIO PORTE,20296366.58,35976409.62,37039251.06,,,,,,,False,False,False
